t [min]	h [mm]	Q [m3/s]
391200	165	5.5514
391215	163	5.50916
391230	163	5.50916
391245	164	5.53024
391260	166	5.57264
391275	162	5.48816
391290	164	5.53024
391305	162	5.48816
391320	162	5.48816
391335	166	5.57264
391350	164	5.53024
391365	160	5.4464
391380	164	5.53024
391395	163	5.50916
391410	161	5.46724
391425	163	5.50916
391440	162	5.48816
391455	161	5.46724
391470	160	5.4464
391485	160	5.4464
391500	161	5.46724
391515	163	5.50916
391530	162	5.48816
391545	162	5.48816
391560	162	5.48816
391575	163	5.50916
391590	171	5.68004
391605	183	5.94596
391620	164	5.53024
391635	178	5.83376
391650	171	5.68004
391665	169	5.63684
391680	170	5.6584
391695	165	5.5514
391710	164	5.53024
391725	163	5.50916
391740	165	5.5514
391755	162	5.48816
391770	163	5.50916
391785	163	5.50916
391800	163	5.50916
391815	165	5.5514
391830	162	5.48816
391845	162	5.48816
391860	164	5.53024
391875	160	5.4464
391890	160	5.4464
391905	164	5.53024
391920	165	5.5514
391935	162	5.48816
391950	162	5.48816
391965	162	5.48816
391980	162	5.48816
391995	165	5.5514
392010	165	5.5514
392025	161	5.46724
392040	166	5.57264
392055	163	5.50916
392070	163	5.50916
392085	160	5.4464
392100	162	5.48816
392115	161	5.46724
392130	162	5.48816
392145	161	5.46724
392160	160	5.4464
392175	161	5.46724
392190	163	5.50916
392205	164	5.53024
392220	161	5.46724
392235	164	5.53024
392250	165	5.5514
392265	161	5.46724
392280	162	5.48816
392295	161	5.46724
392310	162	5.48816
392325	162	5.48816
392340	164	5.53024
392355	160	5.4464
392370	160	5.4464
392385	162	5.48816
392400	162	5.48816
392415	163	5.50916
392430	162	5.48816
392445	163	5.50916
392460	164	5.53024
392475	163	5.50916
392490	163	5.50916
392505	162	5.48816
392520	163	5.50916
392535	162	5.48816
392550	163	5.50916
392565	163	5.50916
392580	164	5.53024
392595	164	5.53024
392610	161	5.46724
392625	163	5.50916
392640	162	5.48816
392655	161	5.46724
392670	162	5.48816
392685	162	5.48816
392700	164	5.53024
392715	162	5.48816
392730	165	5.5514
392745	162	5.48816
392760	162	5.48816
392775	163	5.50916
392790	162	5.48816
392805	160	5.4464
392820	160	5.4464
392835	162	5.48816
392850	161	5.46724
392865	162	5.48816
392880	164	5.53024
392895	163	5.50916
392910	165	5.5514
392925	161	5.46724
392940	160	5.4464
392955	162	5.48816
392970	162	5.48816
392985	163	5.50916
393000	163	5.50916
393015	161	5.46724
393030	159	5.42564
393045	161	5.46724
393060	161	5.46724
393075	164	5.53024
393090	161	5.46724
393105	162	5.48816
393120	165	5.5514
393135	162	5.48816
393150	162	5.48816
393165	165	5.5514
393180	168	5.61536
393195	169	5.63684
393210	167	5.59396
393225	163	5.50916
393240	162	5.48816
393255	168	5.61536
393270	170	5.6584
393285	157	5.38436
393300	167	5.59396
393315	166	5.57264
393330	164	5.53024
393345	167	5.59396
393360	162	5.48816
393375	168	5.61536
393390	172	5.70176
393405	166	5.57264
393420	165	5.5514
393435	171	5.68004
393450	166	5.57264
393465	163	5.50916
393480	178	5.83376
393495	168	5.61536
393510	167	5.59396
393525	163	5.50916
393540	167	5.59396
393555	164	5.53024
393570	181	5.90084
393585	173	5.72356
393600	169	5.63684
393615	185	5.9914
393630	162	5.48816
393645	167	5.59396
393660	193	6.17636
393675	198	6.29456
393690	200	6.3424
393705	206	6.48784
393720	213	6.66116
393735	220	6.8384
393750	226	6.99344
393765	235	7.2314
393780	238	7.31216
393795	249	7.61444
393810	259	7.89764
393825	268	8.15936
393840	285	8.6714
393855	307	9.36836
393870	337	10.38116
393885	388	12.26816
393900	453	14.97476
393915	519	18.06884
393930	588	21.67616
393945	656	25.60384
393960	698	28.21456
393975	726	30.03344
393990	741	31.03364
394005	760	32.3264
394020	778	33.57776
394035	772	33.15776
394050	781	33.78884
394065	780	33.7184
394080	770	33.0184
394095	764	32.60224
394110	751	31.71044
394125	729	30.23204
394140	717	29.44196
394155	703	28.53476
394170	693	27.89636
394185	678	26.95376
394200	658	25.72496
394215	650	25.2424
394230	624	23.70944
394245	621	23.53604
394260	603	22.51076
394275	589	21.73124
394290	571	20.75204
394305	557	20.00836
394320	536	18.92224
394335	521	18.16804
394350	514	17.82224
394365	500	17.1424
394380	492	16.76096
394395	480	16.1984
394410	466	15.55664
394425	465	15.5114
394440	467	15.60196
394455	460	15.2864
394470	453	14.97476
394485	439	14.36324
394500	440	14.4064
394515	421	13.60004
394530	433	14.10596
394545	424	13.72544
394560	417	13.43396
394575	418	13.47536
394590	409	13.10564
394605	404	12.90304
394620	412	13.22816
394635	406	12.98384
394650	399	12.70244
394665	402	12.82256
394680	395	12.5434
394695	391	12.38564
394710	394	12.50384
394725	387	12.22916
394740	390	12.3464
394755	385	12.1514
394770	377	11.84356
394785	372	11.65376
394800	376	11.80544
394815	369	11.54084
394830	364	11.35424
394845	366	11.42864
394860	356	11.05984
394875	359	11.16964
394890	353	10.95076
394905	353	10.95076
394920	353	10.95076
394935	348	10.77056
394950	344	10.62784
394965	339	10.45124
394980	337	10.38116
394995	333	10.24196
395010	327	10.03556
395025	330	10.1384
395040	324	9.93344
395055	327	10.03556
395070	322	9.86576
395085	319	9.76484
395100	320	9.7984
395115	320	9.7984
395130	319	9.76484
395145	312	9.53216
395160	310	9.4664
395175	307	9.36836
395190	308	9.40096
395205	303	9.23876
395220	299	9.11044
395235	302	9.20656
395250	295	8.9834
395265	295	8.9834
395280	295	8.9834
395295	293	8.92036
395310	288	8.76416
395325	295	8.9834
395340	297	9.04676
395355	287	8.73316
395370	292	8.88896
395385	290	8.8264
395400	289	8.79524
395415	286	8.70224
395430	291	8.85764
395445	287	8.73316
395460	288	8.76416
395475	282	8.57936
395490	286	8.70224
395505	285	8.6714
395520	283	8.60996
395535	282	8.57936
395550	279	8.48804
395565	283	8.60996
395580	286	8.70224
395595	279	8.48804
395610	287	8.73316
395625	287	8.73316
395640	285	8.6714
395655	280	8.5184
395670	282	8.57936
395685	282	8.57936
395700	283	8.60996
395715	284	8.64064
395730	290	8.8264
395745	284	8.64064
395760	286	8.70224
395775	285	8.6714
395790	283	8.60996
395805	287	8.73316
395820	284	8.64064
395835	283	8.60996
395850	284	8.64064
395865	284	8.64064
395880	282	8.57936
395895	287	8.73316
395910	282	8.57936
395925	283	8.60996
395940	286	8.70224
395955	283	8.60996
395970	286	8.70224
395985	281	8.54884
396000	285	8.6714
396015	283	8.60996
396030	286	8.70224
396045	287	8.73316
396060	290	8.8264
396075	286	8.70224
396090	289	8.79524
396105	292	8.88896
396120	293	8.92036
396135	294	8.95184
396150	292	8.88896
396165	296	9.01504
396180	297	9.04676
396195	298	9.07856
396210	295	8.9834
396225	294	8.95184
396240	297	9.04676
396255	295	8.9834
396270	298	9.07856
396285	298	9.07856
396300	301	9.17444
396315	302	9.20656
396330	299	9.11044
396345	300	9.1424
396360	298	9.07856
396375	291	8.85764
396390	295	8.9834
396405	297	9.04676
396420	297	9.04676
396435	298	9.07856
396450	299	9.11044
396465	295	8.9834
396480	294	8.95184
396495	291	8.85764
396510	296	9.01504
396525	293	8.92036
396540	290	8.8264
396555	290	8.8264
396570	286	8.70224
396585	285	8.6714
396600	289	8.79524
396615	286	8.70224
396630	287	8.73316
396645	284	8.64064
396660	283	8.60996
396675	282	8.57936
396690	280	8.5184
396705	281	8.54884
396720	278	8.45776
396735	279	8.48804
396750	277	8.42756
396765	280	8.5184
396780	277	8.42756
396795	275	8.3674
396810	275	8.3674
396825	276	8.39744
396840	279	8.48804
396855	277	8.42756
396870	276	8.39744
396885	277	8.42756
396900	275	8.3674
396915	273	8.30756
396930	276	8.39744
396945	274	8.33744
396960	278	8.45776
396975	275	8.3674
396990	272	8.27776
397005	272	8.27776
397020	271	8.24804
397035	271	8.24804
397050	272	8.27776
397065	269	8.18884
397080	270	8.2184
397095	268	8.15936
397110	267	8.12996
397125	267	8.12996
397140	270	8.2184
397155	268	8.15936
397170	266	8.10064
397185	264	8.04224
397200	262	7.98416
397215	263	8.01316
397230	265	8.0714
397245	265	8.0714
397260	265	8.0714
397275	264	8.04224
397290	266	8.10064
397305	265	8.0714
397320	261	7.95524
397335	260	7.9264
397350	260	7.9264
397365	260	7.9264
397380	258	7.86896
397395	259	7.89764
397410	255	7.7834
397425	257	7.84036
397440	254	7.75504
397455	252	7.69856
397470	252	7.69856
397485	256	7.81184
397500	255	7.7834
397515	250	7.6424
397530	250	7.6424
397545	253	7.72676
397560	249	7.61444
397575	251	7.67044
397590	253	7.72676
397605	249	7.61444
397620	251	7.67044
397635	249	7.61444
397650	248	7.58656
397665	245	7.5034
397680	248	7.58656
397695	247	7.55876
397710	247	7.55876
397725	249	7.61444
397740	246	7.53104
397755	243	7.44836
397770	242	7.42096
397785	243	7.44836
397800	244	7.47584
397815	243	7.44836
397830	244	7.47584
397845	239	7.33924
397860	240	7.3664
397875	240	7.3664
397890	238	7.31216
397905	240	7.3664
397920	241	7.39364
397935	237	7.28516
397950	239	7.33924
397965	237	7.28516
397980	239	7.33924
397995	236	7.25824
398010	234	7.20464
398025	234	7.20464
398040	233	7.17796
398055	233	7.17796
398070	229	7.07204
398085	233	7.17796
398100	233	7.17796
398115	233	7.17796
398130	230	7.0984
398145	231	7.12484
398160	231	7.12484
398175	230	7.0984
398190	229	7.07204
398205	232	7.15136
398220	226	6.99344
398235	229	7.07204
398250	231	7.12484
398265	227	7.01956
398280	227	7.01956
398295	226	6.99344
398310	227	7.01956
398325	228	7.04576
398340	228	7.04576
398355	228	7.04576
398370	222	6.88976
398385	225	6.9674
398400	227	7.01956
398415	224	6.94144
398430	226	6.99344
398445	225	6.9674
398460	224	6.94144
398475	222	6.88976
398490	226	6.99344
398505	224	6.94144
398520	223	6.91556
398535	224	6.94144
398550	225	6.9674
398565	223	6.91556
398580	223	6.91556
398595	224	6.94144
398610	223	6.91556
398625	222	6.88976
398640	223	6.91556
398655	222	6.88976
398670	222	6.88976
398685	220	6.8384
398700	222	6.88976
398715	225	6.9674
398730	228	7.04576
398745	223	6.91556
398760	226	6.99344
398775	228	7.04576
398790	227	7.01956
398805	226	6.99344
398820	224	6.94144
398835	224	6.94144
398850	227	7.01956
398865	226	6.99344
398880	226	6.99344
398895	230	7.0984
398910	233	7.17796
398925	232	7.15136
398940	233	7.17796
398955	234	7.20464
398970	239	7.33924
398985	235	7.2314
399000	239	7.33924
399015	240	7.3664
399030	247	7.55876
399045	245	7.5034
399060	252	7.69856
399075	253	7.72676
399090	253	7.72676
399105	251	7.67044
399120	254	7.75504
399135	251	7.67044
399150	255	7.7834
399165	253	7.72676
399180	254	7.75504
399195	253	7.72676
399210	254	7.75504
399225	254	7.75504
399240	253	7.72676
399255	253	7.72676
399270	256	7.81184
399285	253	7.72676
399300	249	7.61444
399315	252	7.69856
399330	250	7.6424
399345	248	7.58656
399360	249	7.61444
399375	250	7.6424
399390	247	7.55876
399405	244	7.47584
399420	244	7.47584
399435	243	7.44836
399450	243	7.44836
399465	241	7.39364
399480	243	7.44836
399495	240	7.3664
399510	240	7.3664
399525	239	7.33924
399540	238	7.31216
399555	237	7.28516
399570	236	7.25824
399585	236	7.25824
399600	234	7.20464
399615	231	7.12484
399630	234	7.20464
399645	232	7.15136
399660	231	7.12484
399675	231	7.12484
399690	230	7.0984
399705	228	7.04576
399720	232	7.15136
399735	229	7.07204
399750	233	7.17796
399765	228	7.04576
399780	227	7.01956
399795	226	6.99344
399810	229	7.07204
399825	227	7.01956
399840	226	6.99344
399855	229	7.07204
399870	228	7.04576
399885	229	7.07204
399900	226	6.99344
399915	227	7.01956
399930	227	7.01956
399945	226	6.99344
399960	227	7.01956
399975	230	7.0984
399990	227	7.01956
400005	227	7.01956
400020	226	6.99344
400035	226	6.99344
400050	228	7.04576
400065	225	6.9674
400080	226	6.99344
400095	227	7.01956
400110	224	6.94144
400125	225	6.9674
400140	224	6.94144
400155	224	6.94144
400170	227	7.01956
400185	223	6.91556
400200	227	7.01956
400215	227	7.01956
400230	225	6.9674
400245	222	6.88976
400260	223	6.91556
400275	225	6.9674
400290	224	6.94144
400305	222	6.88976
400320	222	6.88976
400335	223	6.91556
400350	223	6.91556
400365	224	6.94144
400380	223	6.91556
400395	223	6.91556
400410	222	6.88976
400425	222	6.88976
400440	219	6.81284
400455	222	6.88976
400470	222	6.88976
400485	219	6.81284
400500	217	6.76196
400515	224	6.94144
400530	221	6.86404
400545	219	6.81284
400560	220	6.8384
400575	219	6.81284
400590	218	6.78736
400605	219	6.81284
400620	217	6.76196
400635	218	6.78736
400650	215	6.7114
400665	219	6.81284
400680	217	6.76196
400695	217	6.76196
400710	218	6.78736
400725	217	6.76196
400740	218	6.78736
400755	217	6.76196
400770	213	6.66116
400785	216	6.73664
400800	215	6.7114
400815	214	6.68624
400830	215	6.7114
400845	214	6.68624
400860	211	6.61124
400875	213	6.66116
400890	214	6.68624
400905	214	6.68624
400920	214	6.68624
400935	214	6.68624
400950	213	6.66116
400965	212	6.63616
400980	215	6.7114
400995	214	6.68624
401010	213	6.66116
401025	215	6.7114
401040	211	6.61124
401055	211	6.61124
401070	211	6.61124
401085	211	6.61124
401100	211	6.61124
401115	210	6.5864
401130	209	6.56164
401145	211	6.61124
401160	207	6.51236
401175	210	6.5864
401190	211	6.61124
401205	208	6.53696
401220	209	6.56164
401235	209	6.56164
401250	209	6.56164
401265	211	6.61124
401280	210	6.5864
401295	208	6.53696
401310	209	6.56164
401325	209	6.56164
401340	207	6.51236
401355	209	6.56164
401370	206	6.48784
401385	206	6.48784
401400	208	6.53696
401415	208	6.53696
401430	208	6.53696
401445	205	6.4634
401460	207	6.51236
401475	209	6.56164
401490	205	6.4634
401505	206	6.48784
401520	206	6.48784
401535	207	6.51236
401550	206	6.48784
401565	203	6.41476
401580	208	6.53696
401595	206	6.48784
401610	207	6.51236
401625	206	6.48784
401640	206	6.48784
401655	205	6.4634
401670	207	6.51236
401685	205	6.4634
401700	204	6.43904
401715	204	6.43904
401730	205	6.4634
401745	204	6.43904
401760	206	6.48784
401775	206	6.48784
401790	206	6.48784
401805	207	6.51236
401820	206	6.48784
401835	204	6.43904
401850	207	6.51236
401865	205	6.4634
401880	203	6.41476
401895	206	6.48784
401910	204	6.43904
401925	206	6.48784
401940	207	6.51236
401955	203	6.41476
401970	207	6.51236
401985	205	6.4634
402000	208	6.53696
402015	204	6.43904
402030	207	6.51236
402045	206	6.48784
402060	207	6.51236
402075	204	6.43904
402090	207	6.51236
402105	204	6.43904
402120	205	6.4634
402135	204	6.43904
402150	207	6.51236
402165	204	6.43904
402180	206	6.48784
402195	202	6.39056
402210	200	6.3424
402225	206	6.48784
402240	203	6.41476
402255	205	6.4634
402270	203	6.41476
402285	205	6.4634
402300	202	6.39056
402315	203	6.41476
402330	203	6.41476
402345	201	6.36644
402360	200	6.3424
402375	203	6.41476
402390	203	6.41476
402405	203	6.41476
402420	201	6.36644
402435	204	6.43904
402450	201	6.36644
402465	202	6.39056
402480	200	6.3424
402495	199	6.31844
402510	200	6.3424
402525	199	6.31844
402540	202	6.39056
402555	198	6.29456
402570	201	6.36644
402585	202	6.39056
402600	200	6.3424
402615	197	6.27076
402630	200	6.3424
402645	198	6.29456
402660	198	6.29456
402675	200	6.3424
402690	199	6.31844
402705	200	6.3424
402720	199	6.31844
402735	198	6.29456
402750	198	6.29456
402765	198	6.29456
402780	197	6.27076
402795	197	6.27076
402810	198	6.29456
402825	198	6.29456
402840	200	6.3424
402855	202	6.39056
402870	204	6.43904
402885	202	6.39056
402900	203	6.41476
402915	204	6.43904
402930	205	6.4634
402945	204	6.43904
402960	198	6.29456
402975	197	6.27076
402990	196	6.24704
403005	200	6.3424
403020	199	6.31844
403035	200	6.3424
403050	202	6.39056
403065	201	6.36644
403080	200	6.3424
403095	198	6.29456
403110	198	6.29456
403125	199	6.31844
403140	197	6.27076
403155	198	6.29456
403170	197	6.27076
403185	198	6.29456
403200	196	6.24704
403215	195	6.2234
403230	198	6.29456
403245	195	6.2234
403260	198	6.29456
403275	197	6.27076
403290	196	6.24704
403305	195	6.2234
403320	196	6.24704
403335	197	6.27076
403350	199	6.31844
403365	195	6.2234
403380	196	6.24704
403395	194	6.19984
403410	194	6.19984
403425	196	6.24704
403440	196	6.24704
403455	199	6.31844
403470	199	6.31844
403485	196	6.24704
403500	195	6.2234
403515	194	6.19984
403530	195	6.2234
403545	194	6.19984
403560	196	6.24704
403575	197	6.27076
403590	194	6.19984
403605	196	6.24704
403620	193	6.17636
403635	195	6.2234
403650	193	6.17636
403665	194	6.19984
403680	193	6.17636
403695	194	6.19984
403710	193	6.17636
403725	191	6.12964
403740	194	6.19984
403755	193	6.17636
403770	194	6.19984
403785	194	6.19984
403800	192	6.15296
403815	193	6.17636
403830	192	6.15296
403845	190	6.1064
403860	193	6.17636
403875	193	6.17636
403890	193	6.17636
403905	191	6.12964
403920	192	6.15296
403935	188	6.06016
403950	190	6.1064
403965	189	6.08324
403980	194	6.19984
403995	193	6.17636
404010	192	6.15296
404025	193	6.17636
404040	193	6.17636
404055	195	6.2234
404070	195	6.2234
404085	195	6.2234
404100	195	6.2234
404115	191	6.12964
404130	193	6.17636
404145	196	6.24704
404160	191	6.12964
404175	191	6.12964
404190	194	6.19984
404205	193	6.17636
404220	190	6.1064
404235	195	6.2234
404250	192	6.15296
404265	195	6.2234
404280	195	6.2234
404295	192	6.15296
404310	192	6.15296
404325	189	6.08324
404340	194	6.19984
404355	192	6.15296
404370	193	6.17636
404385	191	6.12964
404400	191	6.12964
404415	190	6.1064
404430	188	6.06016
404445	190	6.1064
404460	188	6.06016
404475	191	6.12964
404490	190	6.1064
404505	194	6.19984
404520	191	6.12964
404535	189	6.08324
404550	191	6.12964
404565	186	6.01424
404580	190	6.1064
404595	191	6.12964
404610	188	6.06016
404625	186	6.01424
404640	188	6.06016
404655	186	6.01424
404670	186	6.01424
404685	189	6.08324
404700	188	6.06016
404715	188	6.06016
404730	188	6.06016
404745	184	5.96864
404760	187	6.03716
404775	186	6.01424
404790	189	6.08324
404805	189	6.08324
404820	190	6.1064
404835	190	6.1064
404850	187	6.03716
404865	190	6.1064
404880	190	6.1064
404895	186	6.01424
404910	186	6.01424
404925	188	6.06016
404940	185	5.9914
404955	187	6.03716
404970	192	6.15296
404985	193	6.17636
405000	190	6.1064
405015	189	6.08324
405030	193	6.17636
405045	190	6.1064
405060	189	6.08324
405075	190	6.1064
405090	191	6.12964
405105	193	6.17636
405120	191	6.12964
405135	188	6.06016
405150	191	6.12964
405165	187	6.03716
405180	187	6.03716
405195	188	6.06016
405210	187	6.03716
405225	187	6.03716
405240	187	6.03716
405255	185	5.9914
405270	186	6.01424
405285	186	6.01424
405300	187	6.03716
405315	187	6.03716
405330	183	5.94596
405345	186	6.01424
405360	189	6.08324
405375	186	6.01424
405390	183	5.94596
405405	182	5.92336
405420	184	5.96864
405435	184	5.96864
405450	183	5.94596
405465	183	5.94596
405480	184	5.96864
405495	184	5.96864
405510	185	5.9914
405525	184	5.96864
405540	179	5.85604
405555	180	5.8784
405570	181	5.90084
405585	185	5.9914
405600	184	5.96864
405615	184	5.96864
405630	184	5.96864
405645	182	5.92336
405660	183	5.94596
405675	181	5.90084
405690	181	5.90084
405705	183	5.94596
405720	181	5.90084
405735	182	5.92336
405750	181	5.90084
405765	185	5.9914
405780	184	5.96864
405795	184	5.96864
405810	185	5.9914
405825	187	6.03716
405840	179	5.85604
405855	182	5.92336
405870	182	5.92336
405885	184	5.96864
405900	186	6.01424
405915	187	6.03716
405930	185	5.9914
405945	187	6.03716
405960	187	6.03716
405975	185	5.9914
405990	186	6.01424
406005	184	5.96864
406020	183	5.94596
406035	183	5.94596
406050	182	5.92336
406065	183	5.94596
406080	180	5.8784
406095	183	5.94596
406110	182	5.92336
406125	182	5.92336
406140	182	5.92336
406155	184	5.96864
406170	183	5.94596
406185	178	5.83376
406200	183	5.94596
406215	182	5.92336
406230	180	5.8784
406245	183	5.94596
406260	184	5.96864
406275	184	5.96864
406290	180	5.8784
406305	183	5.94596
406320	181	5.90084
406335	180	5.8784
406350	180	5.8784
406365	183	5.94596
406380	180	5.8784
406395	181	5.90084
406410	184	5.96864
406425	182	5.92336
406440	181	5.90084
406455	180	5.8784
406470	181	5.90084
406485	181	5.90084
406500	181	5.90084
406515	179	5.85604
406530	181	5.90084
406545	178	5.83376
406560	181	5.90084
406575	179	5.85604
406590	178	5.83376
406605	179	5.85604
406620	179	5.85604
406635	180	5.8784
406650	186	6.01424
406665	185	5.9914
406680	185	5.9914
406695	184	5.96864
406710	185	5.9914
406725	184	5.96864
406740	183	5.94596
406755	185	5.9914
406770	184	5.96864
406785	186	6.01424
406800	184	5.96864
406815	183	5.94596
406830	181	5.90084
406845	182	5.92336
406860	186	6.01424
406875	183	5.94596
406890	185	5.9914
406905	182	5.92336
406920	182	5.92336
406935	183	5.94596
406950	184	5.96864
406965	182	5.92336
406980	184	5.96864
406995	182	5.92336
407010	184	5.96864
407025	184	5.96864
407040	182	5.92336
407055	183	5.94596
407070	182	5.92336
407085	182	5.92336
407100	180	5.8784
407115	181	5.90084
407130	182	5.92336
407145	183	5.94596
407160	182	5.92336
407175	183	5.94596
407190	180	5.8784
407205	181	5.90084
407220	183	5.94596
407235	181	5.90084
407250	183	5.94596
407265	182	5.92336
407280	179	5.85604
407295	177	5.81156
407310	179	5.85604
407325	180	5.8784
407340	180	5.8784
407355	182	5.92336
407370	180	5.8784
407385	182	5.92336
407400	182	5.92336
407415	181	5.90084
407430	181	5.90084
407445	180	5.8784
407460	179	5.85604
407475	178	5.83376
407490	177	5.81156
407505	176	5.78944
407520	179	5.85604
407535	174	5.74544
407550	177	5.81156
407565	176	5.78944
407580	176	5.78944
407595	179	5.85604
407610	175	5.7674
407625	176	5.78944
407640	176	5.78944
407655	177	5.81156
407670	177	5.81156
407685	175	5.7674
407700	176	5.78944
407715	176	5.78944
407730	176	5.78944
407745	177	5.81156
407760	175	5.7674
407775	175	5.7674
407790	178	5.83376
407805	174	5.74544
407820	175	5.7674
407835	176	5.78944
407850	176	5.78944
407865	175	5.7674
407880	175	5.7674
407895	176	5.78944
407910	176	5.78944
407925	180	5.8784
407940	180	5.8784
407955	183	5.94596
407970	179	5.85604
407985	180	5.8784
408000	179	5.85604
408015	177	5.81156
408030	177	5.81156
408045	177	5.81156
408060	180	5.8784
408075	176	5.78944
408090	179	5.85604
408105	177	5.81156
408120	178	5.83376
408135	176	5.78944
408150	175	5.7674
408165	173	5.72356
408180	172	5.70176
408195	174	5.74544
408210	173	5.72356
408225	175	5.7674
408240	173	5.72356
408255	172	5.70176
408270	174	5.74544
408285	171	5.68004
408300	174	5.74544
408315	173	5.72356
408330	170	5.6584
408345	173	5.72356
408360	171	5.68004
408375	173	5.72356
408390	171	5.68004
408405	170	5.6584
408420	172	5.70176
408435	172	5.70176
408450	173	5.72356
408465	172	5.70176
408480	169	5.63684
408495	170	5.6584
408510	173	5.72356
408525	170	5.6584
408540	171	5.68004
408555	171	5.68004
408570	171	5.68004
408585	170	5.6584
408600	168	5.61536
408615	170	5.6584
408630	172	5.70176
408645	175	5.7674
408660	172	5.70176
408675	175	5.7674
408690	175	5.7674
408705	174	5.74544
408720	171	5.68004
408735	171	5.68004
408750	172	5.70176
408765	172	5.70176
408780	175	5.7674
408795	170	5.6584
408810	174	5.74544
408825	173	5.72356
408840	174	5.74544
408855	173	5.72356
408870	174	5.74544
408885	173	5.72356
408900	170	5.6584
408915	169	5.63684
408930	171	5.68004
408945	167	5.59396
408960	168	5.61536
408975	167	5.59396
408990	170	5.6584
409005	171	5.68004
409020	171	5.68004
409035	169	5.63684
409050	170	5.6584
409065	171	5.68004
409080	168	5.61536
409095	172	5.70176
409110	171	5.68004
409125	170	5.6584
409140	169	5.63684
409155	170	5.6584
409170	168	5.61536
409185	170	5.6584
409200	169	5.63684
409215	171	5.68004
409230	172	5.70176
409245	170	5.6584
409260	167	5.59396
409275	165	5.5514
409290	163	5.50916
409305	162	5.48816
409320	161	5.46724
409335	158	5.40496
409350	159	5.42564
409365	156	5.36384
409380	157	5.38436
409395	156	5.36384
409410	154	5.32304
409425	153	5.30276
409440	152	5.28256
409455	154	5.32304
409470	154	5.32304
409485	156	5.36384
409500	156	5.36384
409515	160	5.4464
409530	161	5.46724
409545	164	5.53024
409560	168	5.61536
409575	167	5.59396
409590	169	5.63684
409605	166	5.57264
409620	167	5.59396
409635	168	5.61536
409650	168	5.61536
409665	168	5.61536
409680	166	5.57264
409695	168	5.61536
409710	167	5.59396
409725	168	5.61536
409740	168	5.61536
409755	164	5.53024
409770	165	5.5514
409785	167	5.59396
409800	165	5.5514
409815	165	5.5514
409830	164	5.53024
409845	163	5.50916
409860	163	5.50916
409875	172	5.70176
409890	169	5.63684
409905	170	5.6584
409920	171	5.68004
409935	168	5.61536
409950	169	5.63684
409965	169	5.63684
409980	166	5.57264
409995	168	5.61536
410010	167	5.59396
410025	166	5.57264
410040	167	5.59396
410055	167	5.59396
410070	169	5.63684
410085	167	5.59396
410100	169	5.63684
410115	168	5.61536
410130	168	5.61536
410145	167	5.59396
410160	165	5.5514
410175	164	5.53024
410190	167	5.59396
410205	163	5.50916
410220	169	5.63684
410235	167	5.59396
410250	170	5.6584
410265	168	5.61536
410280	169	5.63684
410295	170	5.6584
410310	167	5.59396
410325	167	5.59396
410340	164	5.53024
410355	166	5.57264
410370	164	5.53024
410385	165	5.5514
410400	162	5.48816
410415	164	5.53024
410430	162	5.48816
410445	163	5.50916
410460	164	5.53024
410475	164	5.53024
410490	164	5.53024
410505	162	5.48816
410520	163	5.50916
410535	165	5.5514
410550	164	5.53024
410565	166	5.57264
410580	162	5.48816
410595	165	5.5514
410610	164	5.53024
410625	164	5.53024
410640	163	5.50916
410655	164	5.53024
410670	165	5.5514
410685	166	5.57264
410700	167	5.59396
410715	164	5.53024
410730	162	5.48816
410745	164	5.53024
410760	163	5.50916
410775	167	5.59396
410790	168	5.61536
410805	170	5.6584
410820	169	5.63684
410835	169	5.63684
410850	168	5.61536
410865	169	5.63684
410880	169	5.63684
410895	169	5.63684
410910	170	5.6584
410925	171	5.68004
410940	168	5.61536
410955	167	5.59396
410970	168	5.61536
410985	167	5.59396
411000	167	5.59396
411015	166	5.57264
411030	168	5.61536
411045	166	5.57264
411060	166	5.57264
411075	165	5.5514
411090	166	5.57264
411105	168	5.61536
411120	168	5.61536
411135	167	5.59396
411150	164	5.53024
411165	167	5.59396
411180	165	5.5514
411195	168	5.61536
411210	167	5.59396
411225	166	5.57264
411240	164	5.53024
411255	165	5.5514
411270	169	5.63684
411285	166	5.57264
411300	166	5.57264
411315	166	5.57264
411330	168	5.61536
411345	165	5.5514
411360	165	5.5514
411375	167	5.59396
411390	166	5.57264
411405	168	5.61536
411420	167	5.59396
411435	163	5.50916
411450	168	5.61536
411465	165	5.5514
411480	166	5.57264
411495	162	5.48816
411510	163	5.50916
411525	166	5.57264
411540	165	5.5514
411555	166	5.57264
411570	166	5.57264
411585	164	5.53024
411600	163	5.50916
411615	163	5.50916
411630	162	5.48816
411645	163	5.50916
411660	163	5.50916
411675	162	5.48816
411690	162	5.48816
411705	164	5.53024
411720	163	5.50916
411735	164	5.53024
411750	165	5.5514
411765	164	5.53024
411780	162	5.48816
411795	165	5.5514
411810	164	5.53024
411825	163	5.50916
411840	164	5.53024
411855	161	5.46724
411870	162	5.48816
411885	161	5.46724
411900	161	5.46724
411915	162	5.48816
411930	160	5.4464
411945	163	5.50916
411960	164	5.53024
411975	162	5.48816
411990	162	5.48816
412005	163	5.50916
412020	165	5.5514
412035	164	5.53024
412050	162	5.48816
412065	161	5.46724
412080	161	5.46724
412095	162	5.48816
412110	164	5.53024
412125	162	5.48816
412140	161	5.46724
412155	162	5.48816
